appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
314220,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP3<br></li><li><strong>Processor:</strong> Intel Pentium Dual-Core E5200 (2.5GHz) or equivalent<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 9.0c compatible graphics card<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 or higher<br></li><li><strong>Processor:</strong> Intel Core i5 or higher<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Geforce GT 740 / Radeon R7 250 or above<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.3<br></li><li><strong>Processor:</strong> 2.66 GHz Intel Core 2 Duo<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia Geforce 9400 256MB<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.9.3<br></li><li><strong>Processor:</strong> Intel Core i5 or higher<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce GT 750M 1GB<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04<br></li><li><strong>Processor:</strong> Intel Pentium Dual-Core E5200 (2.5GHz) or equivalent<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia Geforce 9400 256MB<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04<br></li><li><strong>Processor:</strong> Intel Core i5 or higher<br></li><li><strong>Memory:</strong> 4 MB RAM<br></li><li><strong>Graphics:</strong> Geforce GT 740 / Radeon R7 250 or above<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 550 MB available space</li></ul>'}",OS: Windows XP SP3 Processor: Intel Pentium Dual-Core E5200 (2.5GHz) or equivalent Memory: 1 GB RAM Graphics: DirectX 9.0c compatible graphics card DirectX: Version 9.0c Storage: 550 MB available space,OS: Windows 7 or higher Processor: Intel Core i5 or higher Memory: 4 GB RAM Graphics: Geforce GT 740 / Radeon R7 250 or above DirectX: Version 10 Network: Broadband Internet connection Storage: 550 MB available space
314320,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP3<br></li><li><strong>Processor:</strong> 2 GHz dual core<br></li><li><strong>Memory:</strong> 1000 MB RAM<br></li><li><strong>Graphics:</strong> Hardware Accelerated Graphics with dedicated memory<br></li><li><strong>Storage:</strong> 150 MB available space<br></li><li><strong>Additional Notes:</strong> Min screen resolution: 1280x768</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Win 7<br></li><li><strong>Memory:</strong> 2000 MB RAM<br></li><li><strong>Graphics:</strong> Hardware Accelerated Graphics<br></li><li><strong>Storage:</strong> 150 MB available space<br></li><li><strong>Additional Notes:</strong> Min screen resolution: 1280x768</li></ul>'}",[],[],OS: Windows XP SP3 Processor: 2 GHz dual core Memory: 1000 MB RAM Graphics: Hardware Accelerated Graphics with dedicated memory Storage: 150 MB available space Additional Notes: Min screen resolution: 1280x768,OS: Win 7 Memory: 2000 MB RAM Graphics: Hardware Accelerated Graphics Storage: 150 MB available space Additional Notes: Min screen resolution: 1280x768
315060,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> C2D E4500 / Athlon64 X2 5400+<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> HD 5470 / GT 210<br></li><li><strong>Storage:</strong> 300 MB available space<br></li><li><strong>Additional Notes:</strong> Mouse is not required but recommended for best experience</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> C2D E8600 / Athlon II X3 455<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> HD 4830 / GT 240<br></li><li><strong>Storage:</strong> 300 MB available space<br></li><li><strong>Additional Notes:</strong> Mouse is not required but recommended for best experience</li></ul>'}",[],"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu or similar<br></li><li><strong>Processor:</strong> C2D E4500 / Athlon64 X2 5400+<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> HD 5470 / GT 210<br></li><li><strong>Storage:</strong> 300 MB available space<br></li><li><strong>Additional Notes:</strong> Mouse is not required but recommended for best experience</li></ul>'}",OS: Windows XP Processor: C2D E4500 / Athlon64 X2 5400+ Memory: 1 GB RAM Graphics: HD 5470 / GT 210 Storage: 300 MB available space Additional Notes: Mouse is not required but recommended for best experience,OS: Windows 7 Processor: C2D E8600 / Athlon II X3 455 Memory: 2 GB RAM Graphics: HD 4830 / GT 240 Storage: 300 MB available space Additional Notes: Mouse is not required but recommended for best experience
315670,"{'minimum': '<strong>最低配置:</strong><br><ul class=""bb_ul""><li><strong>操作系统:</strong> Windows XP (32 bit)<br></li><li><strong>处理器:</strong> Intel Celeron 2.0 Ghz<br></li><li><strong>内存:</strong> 512 MB RAM<br></li><li><strong>图形:</strong> nVidia GeForce FX Series, ATI Radeon 9000 Series<br></li><li><strong>DirectX 版本:</strong> 9.0c<br></li><li><strong>存储空间:</strong> 需要 700 MB 可用空间<br></li><li><strong>声卡:</strong> Direct Sound</li></ul>', 'recommended': '<strong>推荐配置:</strong><br><ul class=""bb_ul""><li><strong>操作系统:</strong> Windows 7 (64 bit)<br></li><li><strong>处理器:</strong> Intel Core i3<br></li><li><strong>内存:</strong> 4 GB RAM<br></li><li><strong>图形:</strong> nVidia Geforce 8600 / AMD Radeon HD3700<br></li><li><strong>DirectX 版本:</strong> 9.0c<br></li><li><strong>存储空间:</strong> 需要 700 MB 可用空间<br></li><li><strong>声卡:</strong> Direct Sound</li></ul>'}",[],[],"最低配置: 操作系统: Windows XP (32 bit) 处理器: Intel Celeron 2.0 Ghz 内存: 512 MB RAM 图形: nVidia GeForce FX Series, ATI Radeon 9000 Series DirectX 版本: 9.0c 存储空间: 需要 700 MB 可用空间 声卡: Direct Sound",推荐配置: 操作系统: Windows 7 (64 bit) 处理器: Intel Core i3 内存: 4 GB RAM 图形: nVidia Geforce 8600 / AMD Radeon HD3700 DirectX 版本: 9.0c 存储空间: 需要 700 MB 可用空间 声卡: Direct Sound
315930,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> Intel Celeron (or equivalent)<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> Pretty much any 3D graphics card<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.7<br></li><li><strong>Processor:</strong> Intel Core (or equivalent)<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> Pretty much any 3D graphics card<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Any (tested on Ubuntu)<br></li><li><strong>Processor:</strong> Intel Celeron (or equivalent)<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> Pretty much any 3D graphics card<br></li><li><strong>Storage:</strong> 350 MB available space</li></ul>'}",OS: Windows XP Processor: Intel Celeron (or equivalent) Memory: 512 MB RAM Graphics: Pretty much any 3D graphics card DirectX: Version 9.0c Storage: 350 MB available space,
316600,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP/Vista/7/8<br></li><li><strong>Processor:</strong> Intel CPU 2.0GHz or faster<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> DirectX 9 or above compatible card with 256MB VRAM or more (Radeon or GeForce recommended)<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> DirectSound-compatible card</li></ul>'}",[],[],OS: Windows XP/Vista/7/8 Processor: Intel CPU 2.0GHz or faster Memory: 1024 MB RAM Graphics: DirectX 9 or above compatible card with 256MB VRAM or more (Radeon or GeForce recommended) DirectX: Version 9.0 Storage: 1 GB available space Sound Card: DirectSound-compatible card,
317290,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> 1Ghz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> DirectX or OpenGL compatible card<br></li><li><strong>Storage:</strong> 50 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS 10.4<br></li><li><strong>Processor:</strong> 1Ghz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 50 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> 1 Ghz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 50 MB available space</li></ul>'}",OS: Windows XP Processor: 1Ghz Memory: 512 MB RAM Graphics: DirectX or OpenGL compatible card Storage: 50 MB available space,
318650,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 1,2 Ghz Intel Processor<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X Lion 10.7.0<br></li><li><strong>Processor:</strong> Intel Core 2 Duo 1.8 Ghz<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",[],"OS: Windows 7 Processor: 1,2 Ghz Intel Processor Memory: 512 MB RAM DirectX: Version 11 Storage: 1 GB available space",
319280,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7<br></li><li><strong>Processor:</strong> Pentium 4 3.0GHz or better<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> Must support 640x480 resolution. Certain laptops and onboard video cards may have compatibility issues.<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 1 GB available space<br></li><li><strong>Sound Card:</strong> DirectSound-compatible Sound Card<br></li><li><strong>Additional Notes:</strong> Windows 8 is not yet officially supported, but Yatagarasu Attack on Cataclysm has been tested without problems on Win 8 laptops and desktops.</li></ul>'}",[],[],"OS: Windows XP, Vista, 7 Processor: Pentium 4 3.0GHz or better Memory: 512 MB RAM Graphics: Must support 640x480 resolution. Certain laptops and onboard video cards may have compatibility issues. DirectX: Version 9.0 Network: Broadband Internet connection Storage: 1 GB available space Sound Card: DirectSound-compatible Sound Card Additional Notes: Windows 8 is not yet officially supported, but Yatagarasu Attack on Cataclysm has been tested without problems on Win 8 laptops and desktops.",
320110,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> windows 7<br></li><li><strong>Processor:</strong> 2GHz Core 2 Duo<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia Geforce 440 or higher<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 500 MB available space</li></ul>'}",[],[],OS: windows 7 Processor: 2GHz Core 2 Duo Memory: 2 GB RAM Graphics: Nvidia Geforce 440 or higher DirectX: Version 10 Storage: 500 MB available space,
320330,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP3 / Vista / 7 / 8<br></li><li><strong>Processor:</strong> Core 2 Duo 2.0GHz<br></li><li><strong>Graphics:</strong> GeForce 9800GT or better w /512MB VRAM<br></li><li><strong>DirectX:</strong> Version 9.0c<br></li><li><strong>Storage:</strong> 3000 MB available space<br></li><li><strong>Sound Card:</strong> OpenAL compatible<br></li><li><strong>Additional Notes:</strong> IMPORTANT: Game was designed for 16:9 monitors 4:3 format is not supported</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP3 / Vista / 7 / 8<br></li><li><strong>Processor:</strong> Core i5 or AMD equivalent<br></li><li><strong>Graphics:</strong> 1024 MB GeForce GTS 450 or Radeon equivalent<br></li><li><strong>Storage:</strong> 3000 MB available space<br></li><li><strong>Sound Card:</strong> OpenAL compatible<br></li><li><strong>Additional Notes:</strong> 16:9 display with Full HD or better will provide great experience</li></ul>'}",[],[],OS: Windows XP SP3 / Vista / 7 / 8 Processor: Core 2 Duo 2.0GHz Graphics: GeForce 9800GT or better w /512MB VRAM DirectX: Version 9.0c Storage: 3000 MB available space Sound Card: OpenAL compatible Additional Notes: IMPORTANT: Game was designed for 16:9 monitors 4:3 format is not supported,OS: Windows XP SP3 / Vista / 7 / 8 Processor: Core i5 or AMD equivalent Graphics: 1024 MB GeForce GTS 450 or Radeon equivalent Storage: 3000 MB available space Sound Card: OpenAL compatible Additional Notes: 16:9 display with Full HD or better will provide great experience
321150,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or Newer<br></li><li><strong>Processor:</strong> 1.5 GHz or More<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OSX 10.6 or Newer<br></li><li><strong>Processor:</strong> 1.5 GHz or More (Intel Processor)<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}",[],OS: Windows XP or Newer Processor: 1.5 GHz or More Memory: 512 MB RAM DirectX: Version 9.0 Storage: 2 GB available space,
321660,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista (SP2), Windows 7, Windows 8<br></li><li><strong>Processor:</strong> AMD Athlon X2 4800+ (2 * 2500 Mhz) or Intel Core 2 Duo (2 * 2600 Mhz) or higher<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 4600, ATI Radeon HD 3850 (512 MB), NVIDIA GeForce GTS 250 (512 MB) or higher<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 4 GB available space<br></li><li><strong>Sound Card:</strong> DirectX 9.0c compatible.</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OSX 10.8<br></li><li><strong>Processor:</strong> Intel Core i5-3210M (2 * 2500 MHz)  or higher<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 4000, GeForce GT 650M (512MB) or better<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 LTS (32bit)<br></li><li><strong>Processor:</strong> AMD Athlon X2 4800+ (2 * 2500 Mhz) or Intel Core 2 Duo (2 * 2600 Mhz) or higher<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 4600, ATI Radeon HD 3850 (512 MB), NVIDIA GeForce GTS 250 (512 MB) or higher<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","OS: Windows Vista (SP2), Windows 7, Windows 8 Processor: AMD Athlon X2 4800+ (2 * 2500 Mhz) or Intel Core 2 Duo (2 * 2600 Mhz) or higher Memory: 2 GB RAM Graphics: Intel HD Graphics 4600, ATI Radeon HD 3850 (512 MB), NVIDIA GeForce GTS 250 (512 MB) or higher DirectX: Version 10 Storage: 4 GB available space Sound Card: DirectX 9.0c compatible.",
321830,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP or later<br></li><li><strong>Processor:</strong> Just about any<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Even netbooks can run this<br></li><li><strong>Storage:</strong> 10 MB available space<br></li><li><strong>Sound Card:</strong> Any<br></li><li><strong>Additional Notes:</strong> You\'re a pretty cool dude B)</li></ul>'}",[],[],OS: Windows XP or later Processor: Just about any Memory: 1 GB RAM Graphics: Even netbooks can run this Storage: 10 MB available space Sound Card: Any Additional Notes: You're a pretty cool dude B),
324170,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> XP or higher<br></li><li><strong>Processor:</strong> 1.2 GHz Pentium 4<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 1920 x 1080<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OS X 10.6<br></li><li><strong>Processor:</strong> Any 64 bit processor<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 1920 x 1080<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>Processor:</strong> 1.2 GHz Pentium 4<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> 1920 x 1080<br></li><li><strong>Storage:</strong> 200 MB available space</li></ul>'}",OS: XP or higher Processor: 1.2 GHz Pentium 4 Memory: 1 GB RAM Graphics: 1920 x 1080 DirectX: Version 10 Storage: 200 MB available space,
324800,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i3-6300 (2 * 3800) or AMD A10-5800K APU (4 * 3800) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GT 560Ti (1024 MB) or Radeon HD 6850 (1024 MB) or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Windows 7/8/8.1/10 x64<br></li><li><strong>Processor:</strong> Intel Core i5-5675C (4 * 3100) or AMD A10-7850K APU (4 * 3700) or equivalent<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX NVIDIA GeForce GTX 970 / ATI Radeon R9 290 with 4 GB of Video Memory (4096 MB) or Radeon HD 7970 (3072 MB)<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 14 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> OS 10.8+</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system<br></li><li><strong>OS:</strong> Ubuntu 12.04 or later</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li>Requires a 64-bit processor and operating system</li></ul>'}",Requires a 64-bit processor and operating system OS: Windows 7/8/8.1/10 x64 Processor: Intel Core i3-6300 (2 * 3800) or AMD A10-5800K APU (4 * 3800) or equivalent Memory: 8 GB RAM Graphics: GeForce GT 560Ti (1024 MB) or Radeon HD 6850 (1024 MB) or better Network: Broadband Internet connection Storage: 14 GB available space,Requires a 64-bit processor and operating system OS: Windows 7/8/8.1/10 x64 Processor: Intel Core i5-5675C (4 * 3100) or AMD A10-7850K APU (4 * 3700) or equivalent Memory: 8 GB RAM Graphics: GeForce GTX NVIDIA GeForce GTX 970 / ATI Radeon R9 290 with 4 GB of Video Memory (4096 MB) or Radeon HD 7970 (3072 MB) Network: Broadband Internet connection Storage: 14 GB available space
