appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
666290,Virus Z,2017-07-23,1,Falco Software,OtakuMaker SARL,windows,0,Single-player,Action;Adventure;Indie,Action;Adventure;Indie,0,26,24,0,0,0-20000,1.99
667220,Ayo: A Rain Tale,2017-11-09,1,Inkline Ltd.,Inkline Ltd.,windows;mac,0,Single-player;Steam Achievements;Full controller support,Adventure;Casual;Indie,Indie;Casual;Adventure,18,18,4,0,0,0-20000,6.99
667770,Nano Shift,2017-11-08,1,Egg Roll Digital Studios Inc.,Egg Roll Digital Studios Inc.,windows,0,Single-player,Adventure;Indie;Simulation,Indie;Simulation;Adventure,0,18,2,0,0,0-20000,10.99
669340,The Royal Cosmonautical Society,2017-08-10,1,Chromosphere Games,Chromosphere Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie,Action;Adventure;Indie,23,9,1,0,0,0-20000,4.99
670160,D'LIRIUM,2017-08-25,1,B52 Development Team,B52 Development Team,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Indie;Action,35,536,33,233,233,0-20000,2.09
670610,Swaps and Traps,2018-02-12,1,TeamTrap,TeamTrap,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie,Action;Indie;Platformer,103,65,1,0,0,0-20000,6.19
670730,Sure Footing,2018-03-30,1,Table Flip Games,Table Flip Games,windows,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,28,8,10,0,0,0-20000,7.99
670940,The Voice in the Void,2017-08-01,1,Griffin Snow,Griffin Snow,windows,0,Single-player;Steam Achievements;Steam Cloud,Indie;RPG,Indie;RPG,13,1,0,0,0,0-20000,6.99
671180,Elementals Reborn,2017-08-21,1,alexnown;Kunio,alexnown,windows,0,Multi-player;Online Multi-Player;Steam Achievements,Action;Strategy,Strategy;Action;Indie,15,5,3,0,0,0-20000,3.99
671240,七个小矮人2 / Seven boys 2,2017-09-15,1,橙光游戏,橙光游戏,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Simulation;Strategy,Simulation;Adventure;RPG,5,49,19,0,0,0-20000,2.79
672710,Traffic Giant,2018-06-15,1,QLOC,Toplitz Productions,windows,0,Single-player;Steam Cloud,Simulation;Strategy,Strategy;Simulation,0,8,8,0,0,0-20000,7.19
672720,Crime Solitaire 2: The Smoking Gun,2017-07-26,1,Desktop Gaming,Desktop Gaming,windows,0,Single-player,Casual,Casual,0,3,1,0,0,0-20000,4.99
673260,Starblast,2017-11-08,1,Neuronality,Neuronality,windows;mac,0,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Casual;Indie;Massively Multiplayer,Action;Massively Multiplayer;Indie,27,95,33,0,0,20000-50000,8.99
673570,Squadron: Sky Guardians,2017-07-14,1,RSK Entertainment,Strategy First,windows,0,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0,1,4,0,0,0-20000,4.79
675360,Forbidden Love,2017-09-11,1,"Accela,Inc.",Dogenzaka Lab,windows,0,Single-player;Steam Achievements,Adventure,Adventure;Visual Novel;Otome,14,4,5,0,0,0-20000,11.99
676070,an Orc's Tale: Kriegsruf,2017-08-15,0,Deydrihm,Deydrihm,windows,0,Single-player;Partial Controller Support;Commentary available,Violent;Adventure;Free to Play;Indie;RPG;Early Access,Early Access;Free to Play;Adventure,0,14,6,0,0,0-20000,0.0
676570,Crazy Bowling,2018-04-02,1,"Coremedia,inc.","Coremedia,inc.",windows,0,Single-player,Action;Casual;Indie;Sports,Action;Indie;Casual,0,0,1,0,0,0-20000,2.09
676960,Hotlap Heroes,2019-04-11,1,Team Pea,Team Pea,windows;mac,0,Local Multi-Player;Shared/Split Screen;Partial Controller Support,Action;Casual;Indie;Racing;Sports;Early Access,Early Access;Racing;Action,0,5,1,0,0,0-20000,5.79
677060,Into the Rhythm VR,2017-09-18,1,"NTWO Studio Co., Ltd","NTWO Studio Co., Ltd",windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats,Casual,Casual;VR;Rhythm,22,27,7,0,0,0-20000,14.99
678190,King of Bali,2017-07-21,1,King Key Games,King Key Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Nudity;Sexual Content;Mature,9,67,83,25,25,20000-50000,1.59
678620,Battle Chess II: Chinese Chess,2017-07-31,1,Interplay Entertainment Corp.,Interplay Entertainment Corp.,windows;mac,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,Strategy,Strategy,0,3,1,0,0,0-20000,6.99
678820,Gun-Running War Dogs,2017-08-21,1,Rotatipyra,New Reality Games,windows,0,Single-player,Indie;Simulation,Indie;Simulation;Retro,26,26,3,0,0,0-20000,0.79
681020,Throne of the Dead,2017-08-23,1,Verdict Studios LLC,Verdict Studios LLC,windows,0,Single-player;Steam Achievements;Stats,Violent;Action;Casual,Action;Casual;Violent,25,1,1,0,0,0-20000,2.09
682660,Plant This,2017-12-01,1,Matthew.P;Sacred Walrus,Matthew.P;Sacred Walrus,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;RPG;Simulation;Strategy,Strategy;Adventure;Indie,16,28,25,0,0,0-20000,0.79
683790,Tractorball,2017-10-04,1,Ninja Whale Studios,Ninja Whale Studios,windows,0,Single-player;Online Multi-Player;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Racing;Sports,Action;Sports;Indie,38,11,5,0,0,0-20000,6.99
686110,Robot Heroes,2017-08-25,1,Heroes Productions,Heroes Productions,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Action;Indie,Action;Indie,34,48,8,0,0,0-20000,1.59
687630,Epic Cards Battle 2 (TCG),2018-09-07,1,momoStorm Entertainment,momoStorm Entertainment,windows,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Adventure;Casual;Free to Play;Strategy,Free to Play;Strategy;Adventure,0,53,33,0,0,20000-50000,0.0
691020,Fog Of War - Free Edition,2018-02-22,1,Monkeys Lab.,Monkeys Lab.,windows,0,Multi-player,Violent;Gore;Action;Free to Play;Indie;Massively Multiplayer,Free to Play;World War II;Multiplayer,0,548,655,91,10,200000-500000,0.0
693400,Taking Valhalla VR,2017-10-31,1,AVA Gaming,AVA Gaming,windows,0,Single-player,Violent;Gore;Action;Adventure;Casual;Indie;RPG;Strategy,Strategy;Action;Adventure,0,1,2,0,0,0-20000,0.79
694500,Army Men RTS,2017-12-20,1,Pandemic Studios,2K,windows,0,Single-player,Action;Strategy,Strategy;Action;RTS,0,152,28,0,0,20000-50000,4.69
696010,Otherworld: Shades of Fall Collector's Edition,2017-09-21,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
697650,The 25th Ward: The Silver Case / シルバー事件２５区,2018-03-13,1,GRASSHOPPER MANUFACTURE INC.;Active Gaming Media Inc.,"NIS America, Inc.",windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Visual Novel,25,47,3,0,0,0-20000,29.99
700140,FROG X BIRD,2017-11-20,1,ATTACK MOUNTAIN,ATTACK MOUNTAIN,windows,0,Local Multi-Player;Full controller support,Action;Indie;Sports,Action;Indie;Sports,0,6,0,0,0,0-20000,7.12
700510,岚零之风 - Wind Horizon,2017-09-03,0,RBIOKuriboh,RBIOKuriboh,windows,0,Single-player;Steam Achievements,Adventure;RPG,Adventure;RPG,19,9,1,0,0,0-20000,1.59
701730,Yi and the Thousand Moons,2017-11-24,1,David Su,David Su,windows;mac,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie,Indie;Adventure;Music,7,44,1,0,0,0-20000,3.99
702180,Mafia is Alive,2017-10-05,1,ZO Studio Games,ZO Studio Games,windows,0,Multi-player;Online Multi-Player;Steam Achievements,Casual;Indie;Massively Multiplayer;RPG;Early Access,Early Access;RPG;Indie,66,3,1,0,0,0-20000,2.09
702300,Number World Adventure,2017-09-22,1,Notus Games Ltd,Notus Games Ltd,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Casual,Casual;Indie;Puzzle,30,8,0,0,0,0-20000,3.99
702550,EZ4u,2017-09-18,1,Egor Domashenkin,Sergey Domashenkin,windows,0,Single-player,Indie,Indie,0,1,2,0,0,0-20000,0.79
702700,Super Bomberman R,2018-06-12,1,Konami Digital Entertainment,Konami Digital Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Partial Controller Support,Action,Action;Multiplayer;Singleplayer,32,80,84,0,0,0-20000,34.99
702810,Shooty Skies,2018-03-06,1,Mighty Games,Mighty Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,Free to Play;Action;Indie,29,919,86,7,12,200000-500000,0.0
703050,iHUGU,2017-10-10,1,Kool2Play Sp. z o.o.,Kool2Play Sp. z o.o.,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Casual,Casual;Puzzle;Pixel Graphics,28,7,2,0,0,0-20000,3.99
703180,Ben 10,2017-11-15,1,Torus Games,Outright Games,windows,0,Single-player;Partial Controller Support,Action,Action;Adventure;Cartoony,39,40,7,0,0,0-20000,15.49
703320,Hidden & Dangerous 2: Courage Under Fire,2017-12-20,1,Illusion Softworks,2K,windows,0,Single-player,Violent;Action;Strategy,Action;Strategy;Violent,0,167,7,0,0,0-20000,7.99
704880,Trident's Wake,2019-02-21,1,Bacus Studios,Graffiti Games,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Early Access,Early Access;Action;Top-Down Shooter,26,20,13,0,0,0-20000,11.39
706130,Far from Noise,2017-11-14,1,George Batchelor,George Batchelor,windows;mac,0,Single-player;Steam Achievements;Full controller support,Casual;Indie,Indie;Casual;Conversation,9,88,9,0,0,0-20000,5.99
706880,Austen Translation,2018-05-01,1,Worthing & Moncrieff,Worthing & Moncrieff,windows;mac,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements,Casual;Indie;Strategy,Casual;Strategy;Indie,24,11,4,0,0,0-20000,4.99
707220,The Base,2018-05-25,1,GMGame,GMGame,windows,0,Single-player,Indie;Strategy,Strategy;Indie,0,4,3,0,0,0-20000,0.79
708280,Bobbi_Cities,2017-10-23,1,"Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd",windows,0,Single-player,Action;Adventure;Casual;Strategy,Strategy;Action;Adventure,0,2,0,0,0,0-20000,6.99
708940,Rebons,2017-09-22,1,Star Legion,Star Legion,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie;Massively Multiplayer;Racing;RPG;Simulation;Sports;Strategy,Action;Adventure;Indie,38,58,19,3,3,0-20000,2.89
709220,Retro Dungeons,2017-09-26,1,Dexion Games,Dexion Games,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Adventure;Indie,5,10,13,2,2,0-20000,0.79
709820,Wasted Pizza,2017-10-16,1,Supine,Supine,windows;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer,Action;Casual;Indie;Early Access,Early Access;Action;Indie,0,27,70,1,1,0-20000,0.79
710240,Interworlds,2017-10-23,1,Smartmelon,Smartmelon,windows,0,Single-player;Steam Cloud,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,4,3,0,0,0-20000,7.19
710540,Driver Pro: 2017,2018-12-03,1,Alexey Volonsky,AYE Technology,windows,0,Single-player,Action;Indie;Racing;Simulation,Action;Indie;Racing,0,18,4,0,0,0-20000,0.79
711210,StepX,2017-09-26,1,LillyWelland inc.,Bitlock Studio,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,61,14,0,0,0-20000,0.79
711390,Anti Gravity Warriors VR,2017-10-23,1,Niket Patel,Niket Patel,windows,0,Single-player,Action;Adventure;Free to Play;Indie,Free to Play;Action;Adventure,0,4,8,0,0,0-20000,0.0
713220,Mass O' Kyzt,2018-02-02,1,AlexHoratio;Alex Carpenter,AlexHoratio;Alex Carpenter,windows;linux,0,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements,Action;Adventure;Casual;Indie,Action;Indie;Adventure,38,14,3,0,0,0-20000,1.69
713320,Google Spotlight Stories: Sonaria,2017-11-17,1,Google Inc.,Google Inc.,windows,0,Single-player,Adventure,Adventure;VR,0,14,3,0,0,0-20000,0.0
715310,Urban Rivals,2017-10-18,1,Acute Games,Acute Games,windows;mac;linux,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Action;Free to Play;Massively Multiplayer;Strategy,Strategy;Free to Play;Card Game,49,142,103,0,0,20000-50000,0.0
715800,Check Your 6!,2018-03-15,1,The Lordz Games Studio,Slitherine Ltd.,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen,Strategy,Strategy;Turn-Based;World War II,20,15,10,0,0,0-20000,23.79
717820,Boom Island,2017-10-16,1,Caden Goodwin,csgood,windows,0,Single-player;Steam Achievements;Partial Controller Support;Includes level editor,Action;Indie,Action;Indie;FPS,1,17,10,0,0,0-20000,0.79
718250,Nova Flow,2018-03-15,1,Wrecked Angle Studios,Wrecked Angle Studios,windows;linux,0,Single-player;Full controller support;Steam Leaderboards,Action;Casual;Indie,Indie;Action;Casual,0,15,1,0,0,0-20000,5.19
718940,Prey with Gun 带枪的猎物,2017-11-23,1,兔子放映部,兔子放映,windows,0,Single-player,Casual;Free to Play;RPG,Free to Play;RPG;Casual,0,126,9,0,0,20000-50000,0.0
720270,Defense Task Force - Sci Fi Tower Defense,2018-06-19,1,ChillX Ltd,ChillX Ltd,windows,0,Single-player;Steam Cloud,Indie;Simulation;Strategy,Strategy;Indie;Simulation,0,25,11,0,0,0-20000,7.19
720470,Caveman Alive,2017-10-07,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Trading Cards,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0,25,25,0,0,0-20000,2.89
721090,SKYBOX VR Video Player,2017-10-24,1,"Source Technology Co., Ltd.","Source Technology Co., Ltd.",windows,0,Partial Controller Support,Video Production,Video Production;VR;VR Only,0,110,21,0,0,50000-100000,0.0
721480,VR Hockey League,2018-09-25,1,MadskillzVR,MadskillzVR,windows,0,Single-player;Steam Achievements,Indie;Simulation;Sports,Indie;Simulation;Sports,27,4,0,0,0,0-20000,6.99
722010,B A S E M E N T,2017-10-11,1,Souluted Games,Souluted Games,windows,0,Single-player,Indie,Indie;Horror;Historical,0,3,4,0,0,0-20000,0.99
722180,SURV1V3,2018-01-29,1,Candymakers,Candymakers,windows,0,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;Simulation;Early Access,Early Access;VR;Gore,73,195,40,0,0,0-20000,19.49
722760,Captain Firebeard and the Bay of Crows,2017-10-04,1,Sapphire Dragon Productions,Sapphire Dragon Productions,windows;mac,0,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Visual Novel,5,16,6,0,0,20000-50000,4.79
723070,Scrolls of the Lord,2017-11-15,1,Arbatskii Anatolii,Arbatskii Anatolii,windows,0,Single-player,Action;Adventure;Indie;RPG,Action;Adventure;Indie,0,4,0,0,0,0-20000,2.09
723450,Dragon Hunt,2018-04-26,1,Casual.US,Casual.US,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation,4979,19,6,0,0,0-20000,0.79
725910,Collide,2018-03-14,1,Brandon Slade;Braden Van Wagenen,Miniwit Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Includes level editor,Casual;Indie,Indie;Casual;Puzzle,100,4,0,0,0,0-20000,7.19
727850,ELDERBORN,2018-10-11,1,Hyperstrange,Crunching Koalas,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;FPS,3,55,3,0,0,0-20000,17.99
727860,Space Quiz,2017-10-27,1,Little Smart Planet,Little Smart Planet,windows;mac,0,Single-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats,Casual;Indie;Massively Multiplayer;Strategy,Casual;Strategy;Massively Multiplayer,32,2,1,0,0,0-20000,2.89
727900,Maze of Gaea（Real Maze VR Simulation）,2017-11-24,1,TiStar Game,TiStar Game,windows,0,Single-player,Adventure;Simulation;Strategy,Strategy;Adventure;Simulation,0,2,1,0,0,0-20000,2.89
728870,Viaerium,2017-10-24,1,Fireballed Studio,Fireballed Studio,windows,0,Single-player;Steam Achievements;Captions available,Adventure;Casual;Indie,Indie;Adventure;Casual,3,39,5,0,0,0-20000,2.09
730620,Hammer 2,2017-10-30,1,RewindApp,RewindApp,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,132,26,382,382,0-20000,3.99
731430,influence,2018-01-22,1,Blanket Fort Games,Blanket Fort Games,windows,0,Single-player;Online Multi-Player;Steam Achievements;Stats,Casual;Indie;Strategy,Casual;Strategy;Indie,21,1,2,0,0,0-20000,15.49
732370,Juicy Realm,2018-05-03,1,SpaceCan,X.D. Network Inc.,windows;mac,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure;Casual;Indie;RPG,Action;Indie;Adventure,20,494,154,0,0,50000-100000,7.19
732430,Superflight,2017-11-08,1,GrizzlyGames,GrizzlyGames,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action;Casual;Indie;Racing;Sports,Indie;Casual;Relaxing,24,5243,193,87,15,200000-500000,2.09
732800,Turtle Quest,2017-11-06,1,Spike Productions,Spike Productions,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;Indie;Simulation,Action;Adventure;Indie,45,3,1,0,0,0-20000,2.89
733180,Destroy Space Aliens,2017-11-29,1,"Flying Fire, LLC","Flying Fire, LLC",windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,30,7,2,0,0,0-20000,7.19
733690,The Hospital: Allison's Diary,2017-11-09,1,KR Games,Star Consult S.r.l.,windows,0,Single-player;Partial Controller Support,Adventure;Indie,Adventure;Indie;VR,0,3,9,0,0,0-20000,4.79
734920,MEANDERS,2018-02-07,1,ATOMIC BREATH,ATOMIC BREATH,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie,Parkour;Action;Casual,48,224,15,0,0,0-20000,1.99
738500,The Parallax Effect,2017-12-31,1,Danstarr13,Danstarr13,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Stats,Action;Adventure;Free to Play;Indie;Early Access,Early Access;Free to Play;Multiplayer,20,94,112,0,0,50000-100000,0.0
738610,Train Station Simulator,2017-12-14,1,Appliks Apps Studios,Appliks Apps Studios,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,32,115,50,0,0,0-20000,14.49
739780,LVL99: AxeRage,2018-01-31,1,Master UOMU,Hitcents,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Adventure,31,2,1,0,0,0-20000,7.19
740410,Puzzle Chambers,2017-12-01,1,Entertainment Forge,GrabTheGames,windows;mac,0,Single-player;Steam Achievements;Steam Cloud,Indie,Indie;Puzzle;Casual,10,36,5,0,0,0-20000,2.09
740950,OverKill,2017-10-23,1,Kezarus,Kezarus,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,1,0,0,0,0-20000,0.79
741120,Solar System,2017-11-17,1,RewindApp,RewindApp,windows,0,Single-player,Casual;Indie,Indie;Casual,0,14,19,0,0,0-20000,0.79
742460,Marble Skies,2017-12-16,1,Birdwall Games,Birdwall Games,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie;Racing;Simulation;Strategy;Early Access,Early Access;Indie;Casual,13,119,17,0,0,0-20000,7.19
742470,Chronicles of cyberpunk,2017-12-07,1,Dima Kozyr,Dima Kozyr,windows;linux,0,Single-player,Adventure,Adventure;Cyberpunk;Story Rich,0,12,0,0,0,0-20000,0.0
